4,12,870,3.398438
4,13,1762,3.441406
4,14,3511,3.428711
4,15,7061,3.447754
4,16,14309,3.493408
4,17,28783,3.513550
4,18,57603,3.515808
4,19,115222,3.516296
4,20,231803,3.537033
4,21,570493,4.352516
4,22,1126045,4.295521
4,23,2232925,4.258966
4,24,4307752,4.108192
4,25,13654856,6.511143
4,26,37334304,8.901192
4,27,74287635,8.855776
4,28,155211305,9.251315
5,12,446,3.484375
5,13,900,3.515625
5,14,1802,3.519531
5,15,3596,3.511719
5,16,9831,4.800293
5,17,19617,4.789307
5,18,39234,4.789307
5,19,77487,4.729431
5,20,157098,4.794250
5,21,417799,6.375107
5,22,859445,6.557045
5,23,1783422,6.803215
5,24,3641101,6.944849
5,25,14916717,14.225690
5,26,35431290,16.894956
5,27,74378157,17.733135
5,28,147623704,17.598117
6,12,221,3.453125
6,13,444,3.468750
6,14,901,3.519531
6,15,1833,3.580078
6,16,10884,10.628906
6,17,21713,10.602051
6,18,43499,10.619873
6,19,86835,10.599976
6,20,174710,10.663452
6,21,533859,16.292084
6,22,925622,14.123871
6,23,1790328,13.659119
6,24,3702902,14.125450
6,25,15069712,28.743195
6,26,36836717,35.130231
6,27,78382702,37.375785
6,28,154615887,36.863300
7,12,110,3.437500
7,13,221,3.453125
7,14,444,3.468750
7,15,902,3.523438
7,16,5649,11.033203
7,17,11311,11.045898
7,18,22620,11.044922
7,19,45358,11.073730
7,20,92381,11.276978
7,21,446279,27.238708
7,22,879765,26.848297
7,23,1443312,22.023193
7,24,2775694,21.176865
7,25,19376115,73.914013
7,26,55349526,105.570843
7,27,124580301,118.809033
7,28,258478788,123.252291
8,12,53,3.312500
8,13,109,3.406250
8,14,221,3.453125
8,15,451,3.523438
8,16,2846,11.117188
8,17,5716,11.164062
8,18,11440,11.171875
8,19,22949,11.205566
8,20,46166,11.270996
8,21,343138,41.886963
8,22,683554,41.720825
8,23,1366662,41.707214
8,24,2753547,42.015793
8,25,16245978,123.946976
8,26,56515870,215.590935
8,27,135708022,258.842510
8,28,293000729,279.427270
9,12,25,3.125000
9,13,53,3.312500
9,14,109,3.406250
9,15,221,3.453125
9,16,1442,11.265625
9,17,2889,11.285156
9,18,5787,11.302734
9,19,11559,11.288086
9,20,23268,11.361328
9,21,173929,42.463135
9,22,348143,42.497925
9,23,697945,42.599182
9,24,1405623,42.896210
9,25,7816024,119.263062
9,26,27030492,206.226288
9,27,64064022,244.384850
9,28,135510030,258.464870
10,12,11,2.750000
10,13,25,3.125000
10,14,53,3.312500
10,15,110,3.437500
10,16,727,11.359375
10,17,1459,11.398438
10,18,2922,11.414062
10,19,5901,11.525391
10,20,11716,11.441406
10,21,88700,43.310547
10,22,177712,43.386719
10,23,356611,43.531616
10,24,717426,43.788208
10,25,3986623,121.662079
10,26,13502641,206.033951
10,27,32113434,245.006058
10,28,69321611,264.440960
11,12,4,2.000000
11,13,11,2.750000
11,14,25,3.125000
11,15,55,3.437500
11,16,518,16.187500
11,17,1036,16.187500
11,18,2077,16.226562
11,19,4169,16.285156
11,20,8345,16.298828
11,21,76949,75.145508
11,22,153816,75.105469
11,23,307978,75.189941
11,24,619051,75.567749
11,25,3120443,190.456726
11,26,12234308,373.361450
11,27,30432466,464.362579
11,28,66767167,509.393059
12,12,0,0.000000
12,13,4,2.000000
12,14,11,2.750000
12,15,29,3.625000
12,16,246,15.375000
12,17,495,15.468750
12,18,994,15.531250
12,19,1991,15.554688
12,20,3989,15.582031
12,21,38425,75.048828
12,22,76938,75.134766
12,23,153588,74.994141
12,24,309417,75.541260
12,25,1550019,189.211304
12,26,6084248,371.353027
12,27,14872230,453.864441
12,28,32298119,492.830185
