4,12,850,3.320312
4,13,1703,3.326172
4,14,3411,3.331055
4,15,6829,3.334473
4,16,14178,3.461426
4,17,28352,3.460938
4,18,56710,3.461304
4,19,113411,3.461029
4,20,228380,3.484802
4,21,518777,3.957954
4,22,1093974,4.173180
4,23,2188315,4.173880
4,24,5887193,5.614465
4,25,11950469,5.698428
4,26,26928771,6.420319
4,27,56012234,6.677179
4,28,113444897,6.761843
5,12,423,3.304688
5,13,850,3.320312
5,14,1703,3.326172
5,15,3435,3.354492
5,16,9281,4.531738
5,17,18505,4.517822
5,18,36479,4.453003
5,19,72968,4.453613
5,20,147061,4.487946
5,21,429653,6.555984
5,22,921980,7.034149
5,23,1731156,6.603836
5,24,4988234,9.514301
5,25,10745788,10.247982
5,26,24594228,11.727442
5,27,53029393,12.643193
5,28,106999864,12.755378
6,12,210,3.281250
6,13,423,3.304688
6,14,850,3.320312
6,15,1739,3.396484
6,16,10372,10.128906
6,17,20738,10.125977
6,18,41472,10.125000
6,19,82939,10.124390
6,20,166812,10.181396
6,21,518263,15.816132
6,22,923859,14.096970
6,23,1848027,14.099327
6,24,5265093,20.084736
6,25,11029146,21.036427
6,26,25315474,24.142717
6,27,53957389,25.728888
6,28,111519391,26.588295
7,12,103,3.218750
7,13,210,3.281250
7,14,423,3.304688
7,15,860,3.359375
7,16,5147,10.052734
7,17,10697,10.446289
7,18,20597,10.057129
7,19,41198,10.058105
7,20,86184,10.520508
7,21,352075,21.488953
7,22,687073,20.967804
7,23,1367496,20.866333
7,24,5810252,44.328705
7,25,13838404,52.789322
7,26,34567010,65.931339
7,27,76883980,73.322277
7,28,199338012,95.051771
8,12,51,3.187500
8,13,106,3.312500
8,14,215,3.359375
8,15,435,3.398438
8,16,2651,10.355469
8,17,5311,10.373047
8,18,10610,10.361328
8,19,21234,10.368164
8,20,44280,10.810547
8,21,340582,41.574951
8,22,677274,41.337524
8,23,1352241,41.267120
8,24,7539323,115.040939
8,25,20596862,157.141586
8,26,61157420,233.297043
8,27,138616589,264.390162
8,28,315410867,300.799243
9,12,24,3.000000
9,13,51,3.187500
9,14,106,3.312500
9,15,215,3.359375
9,16,1341,10.476562
9,17,2695,10.527344
9,18,5368,10.484375
9,19,10733,10.481445
9,20,22159,10.819824
9,21,173992,42.478516
9,22,354118,43.227295
9,23,690586,42.150024
9,24,3946118,120.425964
9,25,11415649,174.188980
9,26,31419466,239.711502
9,27,73488363,280.335857
9,28,155473621,296.542398
10,12,10,2.500000
10,13,24,3.000000
10,14,51,3.187500
10,15,107,3.343750
10,16,687,10.734375
10,17,1370,10.703125
10,18,2743,10.714844
10,19,5488,10.718750
10,20,11119,10.858398
10,21,88878,43.397461
10,22,176974,43.206543
10,23,353134,43.107178
10,24,1986430,121.242065
10,25,5747947,175.413422
10,26,15255883,232.786301
10,27,34755640,265.164490
10,28,73831605,281.645222
11,12,4,2.000000
11,13,10,2.500000
11,14,24,3.000000
11,15,52,3.250000
11,16,379,11.843750
11,17,762,11.906250
11,18,1527,11.929688
11,19,3056,11.937500
11,20,6125,11.962891
11,21,74688,72.937500
11,22,149396,72.947266
11,23,299116,73.026367
11,24,1590189,194.114868
11,25,4696805,286.670227
11,26,13657373,416.789948
11,27,31976523,487.923019
11,28,68804139,524.933922
12,12,0,0.000000
12,13,4,2.000000
12,14,10,2.500000
12,15,24,3.000000
12,16,188,11.750000
12,17,379,11.843750
12,18,762,11.906250
12,19,1527,11.929688
12,20,3058,11.945312
12,21,37181,72.619141
12,22,74513,72.766602
12,23,149026,72.766602
12,24,800411,195.412842
12,25,2369668,289.266113
12,26,6908163,421.640808
12,27,16072537,490.494904
12,28,34311557,523.552811
