4,12,983,3.839844
4,13,1969,3.845703
4,14,3942,3.849609
4,15,8026,3.918945
4,16,29630,7.233887
4,17,70369,8.589966
4,18,251887,15.373962
4,19,1128840,34.449463
4,20,2915799,44.491562
4,21,6435599,49.099724
4,22,14816920,56.522064
4,23,32476380,61.943779
4,24,132372107,126.239879
4,25,421147116,200.818594
4,26,1003772034,239.317902
4,27,2230727154,265.923399
4,28,4720055304,281.337220
5,12,490,3.828125
5,13,983,3.839844
5,14,1969,3.845703
5,15,4099,4.002930
5,16,16098,7.860352
5,17,36863,8.999756
5,18,142400,17.382812
5,19,634170,38.706665
5,20,1534826,46.839172
5,21,3294658,50.272491
5,22,7488979,57.136375
5,23,16469152,62.824829
5,24,71205070,135.812893
5,25,226230026,215.749765
5,26,517465084,246.746580
5,27,1126017071,268.463390
5,28,2360201029,281.357888
6,12,244,3.812500
6,13,490,3.828125
6,14,983,3.839844
6,15,2021,3.947266
6,16,9937,9.704102
6,17,19971,9.751465
6,18,134436,32.821289
6,19,411104,50.183594
6,20,849084,51.823975
6,21,1725445,52.656403
6,22,3815697,58.222916
6,23,9167998,69.946274
6,24,55069132,210.072067
6,25,133572259,254.768866
6,26,277726892,264.861004
6,27,581240208,277.156929
6,28,1197544731,285.516913
7,12,120,3.750000
7,13,244,3.812500
7,14,490,3.828125
7,15,995,3.886719
7,16,5070,9.902344
7,17,10039,9.803711
7,18,66959,32.694824
7,19,205698,50.219238
7,20,425160,51.899414
7,21,862986,52.672485
7,22,1909712,58.279785
7,23,4546723,69.377487
7,24,27362851,208.761986
7,25,66801542,254.827660
7,26,137219674,261.725758
7,27,284542706,271.361071
7,28,591664662,282.127696
8,12,59,3.687500
8,13,120,3.750000
8,14,244,3.812500
8,15,496,3.875000
8,16,2490,9.726562
8,17,5042,9.847656
8,18,32893,32.122070
8,19,102789,50.189941
8,20,212421,51.860596
8,21,431795,52.709351
8,22,955949,58.346497
8,23,2265535,69.138641
8,24,13651131,208.299728
8,25,33276902,253.882614
8,26,67738871,258.403286
8,27,139944283,266.922537
8,28,293445609,279.851541
9,12,28,3.500000
9,13,59,3.687500
9,14,120,3.750000
9,15,247,3.859375
9,16,1264,9.875000
9,17,2509,9.800781
9,18,16302,31.839844
9,19,51655,50.444336
9,20,106561,52.031738
9,21,215771,52.678467
9,22,479920,58.583984
9,23,1131396,69.054932
9,24,6797211,207.434418
9,25,16542276,252.415100
9,26,33521955,255.752220
9,27,69269254,264.241234
9,28,146602147,279.621405
10,12,13,3.250000
10,13,28,3.500000
10,14,59,3.687500
10,15,123,3.843750
10,16,633,9.890625
10,17,1257,9.820312
10,18,8371,32.699219
10,19,25933,50.650391
10,20,53452,52.199219
10,21,108215,52.839355
10,22,241873,59.051025
10,23,565327,69.009644
10,24,3383084,206.487061
10,25,8230975,251.189423
10,26,16656235,254.153976
10,27,34520955,263.373985
10,28,73436241,280.137028
11,12,5,2.500000
11,13,13,3.250000
11,14,28,3.500000
11,15,60,3.750000
11,16,309,9.656250
11,17,618,9.656250
11,18,4197,32.789062
11,19,13164,51.421875
11,20,26920,52.578125
11,21,54252,52.980469
11,22,122441,59.785645
11,23,283973,69.329346
11,24,1685322,205.727783
11,25,4104003,250.488464
11,26,8310624,253.620117
11,27,17258202,263.339264
11,28,36656512,279.666992
12,12,1,1.000000
12,13,5,2.500000
12,14,13,3.250000
12,15,29,3.625000
12,16,154,9.625000
12,17,309,9.656250
12,18,2095,32.734375
12,19,6835,53.398438
12,20,13667,53.386719
12,21,27338,53.394531
12,22,64418,62.908203
12,23,144030,70.327148
12,24,842776,205.755859
12,25,2053649,250.689575
12,26,4153868,253.531982
12,27,8630932,263.395142
12,28,18314708,279.460266
13,13,1,1.000000
13,14,5,2.500000
13,15,13,3.250000
13,16,28,3.500000
13,17,154,9.625000
13,18,312,9.750000
13,19,2480,38.750000
13,20,6829,53.351562
13,21,13672,53.406250
13,22,32244,62.976562
13,23,64490,62.978516
13,24,143980,70.302734
13,25,866409,211.525635
13,26,2073590,253.123779
13,27,4318624,263.587891
13,28,9189383,280.437714
